iid,gender,age,date,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr_want,sinc_want,intel_want,fun_want,amb_want,shar_want,attr_self,sinc_self,fun_self,intel_self,amb_self,pid,age_partner,int_corr,samerace,attr_partner,sinc_partner,intel_partner,fun_partner,amb_partner,shar_partner,prob,dec
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,296.0,28.0,0.12,0,4.0,6.0,6.0,5.0,8.0,5.0,6.0,0
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,297.0,21.0,0.5,0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,1
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,298.0,22.0,0.34,0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,299.0,24.0,0.26,0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,0
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,300.0,35.0,0.32,0,5.0,7.0,7.0,4.0,5.0,4.0,4.0,0
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,301.0,34.0,0.48,0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,1
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,302.0,21.0,0.16,0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,0
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,303.0,33.0,0.51,0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,1
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,304.0,28.0,0.63,0,5.0,7.0,5.0,6.0,7.0,5.0,5.0,0
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,305.0,29.0,0.59,0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,0
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,306.0,22.0,0.34,0,9.0,8.0,7.0,8.0,5.0,6.0,7.0,1
314,1,32.0,6.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,307.0,27.0,0.48,0,7.0,8.0,7.0,7.0,5.0,6.0,6.0,1
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,294.0,30.0,0.5,0,9.0,8.0,10.0,7.0,7.0,7.0,5.0,1
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,295.0,30.0,0.14,1,7.0,7.0,9.0,7.0,4.0,3.0,4.0,1
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,296.0,28.0,0.27,1,7.0,8.0,8.0,4.0,4.0,4.0,3.0,0
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,297.0,21.0,0.34,1,6.0,8.0,8.0,6.0,3.0,4.0,4.0,0
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,298.0,22.0,0.47,1,8.0,7.0,9.0,8.0,3.0,5.0,5.0,1
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,299.0,24.0,0.76,0,7.0,9.0,9.0,7.0,6.0,4.0,5.0,1
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,300.0,35.0,0.77,1,5.0,9.0,9.0,6.0,6.0,3.0,6.0,0
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,301.0,34.0,0.54,1,5.0,8.0,8.0,7.0,7.0,3.0,3.0,0
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,302.0,21.0,-0.13,1,2.0,8.0,6.0,4.0,7.0,2.0,1.0,0
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,303.0,33.0,0.58,1,7.0,7.0,7.0,7.0,6.0,3.0,4.0,0
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,304.0,28.0,0.51,1,7.0,9.0,8.0,8.0,3.0,3.0,4.0,0
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,305.0,29.0,0.53,0,9.0,8.0,8.0,6.0,4.0,5.0,6.0,1
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,306.0,22.0,-0.21,0,8.0,8.0,9.0,10.0,4.0,2.0,6.0,1
315,1,27.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,10.0,6.0,8.0,7.0,307.0,27.0,0.39,0,10.0,8.0,10.0,9.0,5.0,4.0,7.0,1
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,294.0,30.0,0.2,0,7.0,8.0,9.0,8.0,7.0,6.0,6.0,1
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,295.0,30.0,0.12,1,5.0,6.0,6.0,6.0,5.0,3.0,3.0,0
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,296.0,28.0,0.24,1,6.0,8.0,8.0,8.0,7.0,5.0,6.0,1
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,297.0,21.0,0.19,1,7.0,6.0,6.0,7.0,7.0,5.0,5.0,1
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,298.0,22.0,0.25,1,5.0,6.0,5.0,4.0,4.0,3.0,3.0,0
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,299.0,24.0,0.59,0,5.0,8.0,7.0,8.0,5.0,5.0,7.0,1
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,300.0,35.0,0.52,1,6.0,8.0,8.0,7.0,7.0,8.0,7.0,1
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,301.0,34.0,0.36,1,5.0,6.0,8.0,4.0,5.0,3.0,2.0,0
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,302.0,21.0,0.1,1,4.0,5.0,6.0,8.0,7.0,6.0,5.0,0
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,303.0,33.0,0.48,1,6.0,5.0,6.0,6.0,3.0,3.0,4.0,0
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,304.0,28.0,0.41,1,8.0,8.0,8.0,9.0,6.0,6.0,5.0,1
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,305.0,29.0,0.38,0,5.0,6.0,5.0,4.0,4.0,3.0,2.0,0
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,306.0,22.0,-0.39,0,6.0,6.0,5.0,3.0,4.0,2.0,2.0,0
316,1,25.0,4.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,8.0,9.0,307.0,27.0,0.33,0,7.0,7.0,7.0,6.0,6.0,4.0,3.0,1
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,294.0,30.0,0.5,0,8.0,7.0,9.0,7.0,7.0,7.0,7.0,1
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,295.0,30.0,0.19,1,4.0,7.0,7.0,4.0,7.0,4.0,6.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,296.0,28.0,0.14,1,5.0,10.0,9.0,9.0,9.0,6.0,7.0,1
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,297.0,21.0,0.45,1,8.0,4.0,6.0,4.0,6.0,4.0,5.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,298.0,22.0,0.45,1,4.0,8.0,7.0,4.0,6.0,2.0,7.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,299.0,24.0,0.62,0,5.0,8.0,8.0,7.0,6.0,4.0,8.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,300.0,35.0,0.79,1,4.0,7.0,8.0,5.0,6.0,5.0,6.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,301.0,34.0,0.67,1,4.0,10.0,10.0,8.0,5.0,5.0,8.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,302.0,21.0,0.12,1,4.0,7.0,8.0,6.0,7.0,4.0,7.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,303.0,33.0,0.56,1,7.0,7.0,9.0,8.0,7.0,9.0,7.0,1
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,304.0,28.0,0.61,1,8.0,6.0,8.0,8.0,8.0,7.0,6.0,1
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,305.0,29.0,0.46,0,8.0,9.0,9.0,8.0,5.0,5.0,9.0,1
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,306.0,22.0,-0.1,0,7.0,10.0,7.0,6.0,4.0,5.0,7.0,0
317,1,30.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,7.0,3.0,8.0,8.0,5.0,307.0,27.0,0.31,0,7.0,7.0,7.0,6.0,8.0,9.0,7.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,294.0,30.0,-0.25,0,6.0,7.0,7.0,6.0,5.0,5.0,3.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,295.0,30.0,0.04,0,6.0,6.0,6.0,6.0,4.0,7.0,1.0,0
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,296.0,28.0,-0.13,0,4.0,5.0,7.0,5.0,5.0,6.0,1.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,297.0,21.0,0.02,0,7.0,7.0,6.0,6.0,7.0,5.0,1.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,298.0,22.0,-0.07,0,5.0,6.0,7.0,6.0,6.0,5.0,1.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,299.0,24.0,0.33,0,4.0,7.0,8.0,7.0,4.0,5.0,1.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,300.0,35.0,0.11,0,7.0,7.0,7.0,6.0,5.0,5.0,1.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,301.0,34.0,0.15,0,7.0,7.0,7.0,6.0,7.0,6.0,1.0,0
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,302.0,21.0,0.13,0,4.0,3.0,5.0,4.0,6.0,4.0,1.0,0
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,303.0,33.0,0.21,0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,1
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,304.0,28.0,0.31,0,5.0,6.0,5.0,6.0,6.0,3.0,1.0,0
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,305.0,29.0,0.35,0,5.0,6.0,5.0,6.0,5.0,4.0,2.0,0
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,306.0,22.0,0.33,0,4.0,6.0,5.0,4.0,5.0,4.0,3.0,0
318,1,29.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,6.0,10.0,6.0,10.0,10.0,307.0,27.0,0.18,0,6.0,6.0,7.0,6.0,5.0,3.0,2.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,294.0,30.0,-0.38,0,10.0,9.0,9.0,8.0,7.0,8.0,7.0,1
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,295.0,30.0,-0.02,1,6.0,9.0,7.0,6.0,6.0,7.0,6.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,296.0,28.0,-0.17,1,6.0,9.0,7.0,6.0,6.0,8.0,7.0,1
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,297.0,21.0,-0.36,1,9.0,9.0,7.0,8.0,9.0,8.0,9.0,1
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,298.0,22.0,-0.26,1,7.0,8.0,8.0,5.0,6.0,5.0,7.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,299.0,24.0,-0.15,0,7.0,9.0,8.0,10.0,9.0,9.0,8.0,1
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,300.0,35.0,-0.03,1,6.0,8.0,9.0,8.0,9.0,8.0,7.0,1
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,301.0,34.0,-0.11,1,5.0,6.0,7.0,8.0,9.0,10.0,5.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,302.0,21.0,0.37,1,7.0,8.0,7.0,6.0,8.0,5.0,5.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,303.0,33.0,0.04,1,9.0,7.0,8.0,9.0,8.0,10.0,5.0,1
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,304.0,28.0,-0.27,1,6.0,6.0,6.0,9.0,8.0,8.0,7.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,305.0,29.0,-0.26,0,6.0,8.0,6.0,5.0,8.0,6.0,7.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,306.0,22.0,-0.37,0,8.0,6.0,7.0,6.0,5.0,5.0,7.0,0
319,1,26.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,10.0,6.0,9.0,3.0,307.0,27.0,-0.01,0,9.0,9.0,7.0,7.0,5.0,6.0,6.0,1
